GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US06059074005,06059074005,"Census Tract 740.05, Orange County, California",74524,13731
1400000US06059074006,06059074006,"Census Tract 740.06, Orange County, California",55071,8177
1400000US06059074102,06059074102,"Census Tract 741.02, Orange County, California",86297,8022
1400000US06059074103,06059074103,"Census Tract 741.03, Orange County, California",73200,13666
1400000US06059074106,06059074106,"Census Tract 741.06, Orange County, California",66964,8080
1400000US06059074107,06059074107,"Census Tract 741.07, Orange County, California",65326,8501
1400000US06059074108,06059074108,"Census Tract 741.08, Orange County, California",74770,8200
1400000US06059074109,06059074109,"Census Tract 741.09, Orange County, California",63558,11704
1400000US06059074110,06059074110,"Census Tract 741.10, Orange County, California",102560,14723
1400000US06059074111,06059074111,"Census Tract 741.11, Orange County, California",85313,26765
1400000US06059074200,06059074200,"Census Tract 742, Orange County, California",78355,14530
1400000US06059074300,06059074300,"Census Tract 743, Orange County, California",56000,6459
1400000US06059074403,06059074403,"Census Tract 744.03, Orange County, California",38005,6115
1400000US06059074405,06059074405,"Census Tract 744.05, Orange County, California",39290,4651
1400000US06059074406,06059074406,"Census Tract 744.06, Orange County, California",47256,5532
1400000US06059074407,06059074407,"Census Tract 744.07, Orange County, California",38956,3219
1400000US06059074408,06059074408,"Census Tract 744.08, Orange County, California",45245,6873
1400000US06059074501,06059074501,"Census Tract 745.01, Orange County, California",36333,9309
1400000US06059074502,06059074502,"Census Tract 745.02, Orange County, California",58250,16441
1400000US06059074601,06059074601,"Census Tract 746.01, Orange County, California",62500,9681
1400000US06059074602,06059074602,"Census Tract 746.02, Orange County, California",60068,13845
1400000US06059074701,06059074701,"Census Tract 747.01, Orange County, California",61146,22372
1400000US06059074702,06059074702,"Census Tract 747.02, Orange County, California",59452,12249
1400000US06059074801,06059074801,"Census Tract 748.01, Orange County, California",64405,10592
1400000US06059074802,06059074802,"Census Tract 748.02, Orange County, California",49904,7901
1400000US06059074803,06059074803,"Census Tract 748.03, Orange County, California",56016,14470
1400000US06059074805,06059074805,"Census Tract 748.05, Orange County, California",47458,3283
1400000US06059074806,06059074806,"Census Tract 748.06, Orange County, California",54727,7230
1400000US06059074901,06059074901,"Census Tract 749.01, Orange County, California",48530,4193
1400000US06059074902,06059074902,"Census Tract 749.02, Orange County, California",45324,6273
1400000US06059075002,06059075002,"Census Tract 750.02, Orange County, California",30285,5941
1400000US06059075003,06059075003,"Census Tract 750.03, Orange County, California",38590,3844
1400000US06059075004,06059075004,"Census Tract 750.04, Orange County, California",30577,6938
1400000US06059075100,06059075100,"Census Tract 751, Orange County, California",44871,9373
1400000US06059075201,06059075201,"Census Tract 752.01, Orange County, California",49715,9073
1400000US06059075202,06059075202,"Census Tract 752.02, Orange County, California",64213,14016
1400000US06059075301,06059075301,"Census Tract 753.01, Orange County, California",57207,10404
1400000US06059075302,06059075302,"Census Tract 753.02, Orange County, California",69449,5246
1400000US06059075303,06059075303,"Census Tract 753.03, Orange County, California",87024,16801
1400000US06059075401,06059075401,"Census Tract 754.01, Orange County, California",88036,25065
1400000US06059075403,06059075403,"Census Tract 754.03, Orange County, California",66532,4093
1400000US06059075404,06059075404,"Census Tract 754.04, Orange County, California",70694,15173
1400000US06059075405,06059075405,"Census Tract 754.05, Orange County, California",67652,7906
1400000US06059075504,06059075504,"Census Tract 755.04, Orange County, California",66797,10078
1400000US06059075505,06059075505,"Census Tract 755.05, Orange County, California",70938,7169
1400000US06059075506,06059075506,"Census Tract 755.06, Orange County, California",81750,7716
1400000US06059075507,06059075507,"Census Tract 755.07, Orange County, California",63420,7716
1400000US06059075512,06059075512,"Census Tract 755.12, Orange County, California",62500,13340
1400000US06059075513,06059075513,"Census Tract 755.13, Orange County, California",65739,7154
1400000US06059075514,06059075514,"Census Tract 755.14, Orange County, California",42708,5154
1400000US06059075515,06059075515,"Census Tract 755.15, Orange County, California",79402,13985
1400000US06059075603,06059075603,"Census Tract 756.03, Orange County, California",105893,8486
1400000US06059075604,06059075604,"Census Tract 756.04, Orange County, California",156071,20687
1400000US06059075605,06059075605,"Census Tract 756.05, Orange County, California",112097,19072
1400000US06059075606,06059075606,"Census Tract 756.06, Orange County, California",178500,46931
1400000US06059075607,06059075607,"Census Tract 756.07, Orange County, California",96406,15943
1400000US06059075701,06059075701,"Census Tract 757.01, Orange County, California",82591,11454
1400000US06059075702,06059075702,"Census Tract 757.02, Orange County, California",98864,15813
1400000US06059075703,06059075703,"Census Tract 757.03, Orange County, California",141576,27337
1400000US06059075805,06059075805,"Census Tract 758.05, Orange County, California",75159,13589
1400000US06059075806,06059075806,"Census Tract 758.06, Orange County, California",77546,20535
1400000US06059075807,06059075807,"Census Tract 758.07, Orange County, California",90868,24449
1400000US06059075808,06059075808,"Census Tract 758.08, Orange County, California",124813,18879
1400000US06059075809,06059075809,"Census Tract 758.09, Orange County, California",155071,26312
1400000US06059075810,06059075810,"Census Tract 758.10, Orange County, California",126806,24082
1400000US06059075811,06059075811,"Census Tract 758.11, Orange County, California",73357,6771
1400000US06059075812,06059075812,"Census Tract 758.12, Orange County, California",70250,12669
1400000US06059075813,06059075813,"Census Tract 758.13, Orange County, California",117813,12517
1400000US06059075814,06059075814,"Census Tract 758.14, Orange County, California",134750,23038
1400000US06059075815,06059075815,"Census Tract 758.15, Orange County, California",78351,9788
1400000US06059075816,06059075816,"Census Tract 758.16, Orange County, California",64048,9833
1400000US06059075901,06059075901,"Census Tract 759.01, Orange County, California",56929,10393
1400000US06059075902,06059075902,"Census Tract 759.02, Orange County, California",69669,6379
1400000US06059076000,06059076000,"Census Tract 760, Orange County, California",62753,8661
1400000US06059076101,06059076101,"Census Tract 761.01, Orange County, California",79884,10871
1400000US06059076102,06059076102,"Census Tract 761.02, Orange County, California",53015,10407
1400000US06059076103,06059076103,"Census Tract 761.03, Orange County, California",50337,6664
1400000US06059076201,06059076201,"Census Tract 762.01, Orange County, California",115917,19563
1400000US06059076202,06059076202,"Census Tract 762.02, Orange County, California",82805,13384
1400000US06059076204,06059076204,"Census Tract 762.04, Orange County, California",58771,7072
1400000US06059076205,06059076205,"Census Tract 762.05, Orange County, California",83893,9990
1400000US06059076206,06059076206,"Census Tract 762.06, Orange County, California",63875,19857
1400000US06059076208,06059076208,"Census Tract 762.08, Orange County, California",84527,5654
1400000US06059086301,06059086301,"Census Tract 863.01, Orange County, California",64911,14660
1400000US06059086303,06059086303,"Census Tract 863.03, Orange County, California",75881,7880
1400000US06059086304,06059086304,"Census Tract 863.04, Orange County, California",60337,11044
1400000US06059086305,06059086305,"Census Tract 863.05, Orange County, California",101643,20953
1400000US06059086306,06059086306,"Census Tract 863.06, Orange County, California",76715,10179
1400000US06059086402,06059086402,"Census Tract 864.02, Orange County, California",81298,12602
1400000US06059086404,06059086404,"Census Tract 864.04, Orange County, California",71937,6618
1400000US06059086405,06059086405,"Census Tract 864.05, Orange County, California",48973,8669
1400000US06059086406,06059086406,"Census Tract 864.06, Orange County, California",61103,4171
1400000US06059086407,06059086407,"Census Tract 864.07, Orange County, California",57153,5859
1400000US06059086501,06059086501,"Census Tract 865.01, Orange County, California",53068,7096
1400000US06059086502,06059086502,"Census Tract 865.02, Orange County, California",52982,6148
1400000US06059086601,06059086601,"Census Tract 866.01, Orange County, California",47580,6371
1400000US06059086602,06059086602,"Census Tract 866.02, Orange County, California",53988,9649
1400000US06059086701,06059086701,"Census Tract 867.01, Orange County, California",78080,12111
1400000US06059086702,06059086702,"Census Tract 867.02, Orange County, California",60303,4564
1400000US06059086801,06059086801,"Census Tract 868.01, Orange County, California",64563,18086
1400000US06059086802,06059086802,"Census Tract 868.02, Orange County, California",51823,11920
1400000US06059086803,06059086803,"Census Tract 868.03, Orange County, California",60171,8804
1400000US06059086901,06059086901,"Census Tract 869.01, Orange County, California",35750,9472
1400000US06059086902,06059086902,"Census Tract 869.02, Orange County, California",65428,6128
1400000US06059086903,06059086903,"Census Tract 869.03, Orange County, California",56524,6960
1400000US06059087001,06059087001,"Census Tract 870.01, Orange County, California",54898,14707
1400000US06059087002,06059087002,"Census Tract 870.02, Orange County, California",64010,9912
1400000US06059087101,06059087101,"Census Tract 871.01, Orange County, California",54300,6346
1400000US06059087102,06059087102,"Census Tract 871.02, Orange County, California",58472,9159
1400000US06059087103,06059087103,"Census Tract 871.03, Orange County, California",53313,12689
1400000US06059087105,06059087105,"Census Tract 871.05, Orange County, California",59250,21617
1400000US06059087106,06059087106,"Census Tract 871.06, Orange County, California",49375,7651
1400000US06059087200,06059087200,"Census Tract 872, Orange County, California",53987,8377
1400000US06059087300,06059087300,"Census Tract 873, Orange County, California",62455,3805
1400000US06059087401,06059087401,"Census Tract 874.01, Orange County, California",98032,8194
1400000US06059087403,06059087403,"Census Tract 874.03, Orange County, California",45573,3522
1400000US06059087404,06059087404,"Census Tract 874.04, Orange County, California",51136,10454
1400000US06059087405,06059087405,"Census Tract 874.05, Orange County, California",40402,7214
1400000US06059087503,06059087503,"Census Tract 875.03, Orange County, California",62962,7138
1400000US06059087504,06059087504,"Census Tract 875.04, Orange County, California",38625,4207
1400000US06059087505,06059087505,"Census Tract 875.05, Orange County, California",46850,14829
1400000US06059087601,06059087601,"Census Tract 876.01, Orange County, California",51596,12078
1400000US06059087602,06059087602,"Census Tract 876.02, Orange County, California",75221,11305
1400000US06059087701,06059087701,"Census Tract 877.01, Orange County, California",54466,3364
1400000US06059087703,06059087703,"Census Tract 877.03, Orange County, California",56102,6878
1400000US06059087704,06059087704,"Census Tract 877.04, Orange County, California",81891,13073
1400000US06059087801,06059087801,"Census Tract 878.01, Orange County, California",67833,10239
1400000US06059087802,06059087802,"Census Tract 878.02, Orange County, California",56674,9720
1400000US06059087803,06059087803,"Census Tract 878.03, Orange County, California",45438,9464
1400000US06059087805,06059087805,"Census Tract 878.05, Orange County, California",53706,7450
1400000US06059087806,06059087806,"Census Tract 878.06, Orange County, California",38477,3227
1400000US06059087901,06059087901,"Census Tract 879.01, Orange County, California",49758,7036
1400000US06059087902,06059087902,"Census Tract 879.02, Orange County, California",41287,9004
1400000US06059088001,06059088001,"Census Tract 880.01, Orange County, California",60768,9863
1400000US06059088002,06059088002,"Census Tract 880.02, Orange County, California",72063,16718
1400000US06059088101,06059088101,"Census Tract 881.01, Orange County, California",71250,6075
1400000US06059088104,06059088104,"Census Tract 881.04, Orange County, California",61683,8568
1400000US06059088105,06059088105,"Census Tract 881.05, Orange County, California",79500,16196
1400000US06059088106,06059088106,"Census Tract 881.06, Orange County, California",53750,1591
1400000US06059088107,06059088107,"Census Tract 881.07, Orange County, California",52374,11433
1400000US06059088201,06059088201,"Census Tract 882.01, Orange County, California",44464,13129
1400000US06059088202,06059088202,"Census Tract 882.02, Orange County, California",82292,7491
1400000US06059088203,06059088203,"Census Tract 882.03, Orange County, California",52292,11697
1400000US06059088301,06059088301,"Census Tract 883.01, Orange County, California",59323,7238
1400000US06059088302,06059088302,"Census Tract 883.02, Orange County, California",109700,12141
1400000US06059088401,06059088401,"Census Tract 884.01, Orange County, California",86823,6462
1400000US06059088402,06059088402,"Census Tract 884.02, Orange County, California",57078,6047
1400000US06059088403,06059088403,"Census Tract 884.03, Orange County, California",74550,9054
1400000US06059088501,06059088501,"Census Tract 885.01, Orange County, California",57985,6625
1400000US06059088502,06059088502,"Census Tract 885.02, Orange County, California",54115,18396
1400000US06059088601,06059088601,"Census Tract 886.01, Orange County, California",54330,10754
1400000US06059088602,06059088602,"Census Tract 886.02, Orange County, California",63355,12293
1400000US06059088701,06059088701,"Census Tract 887.01, Orange County, California",40912,5836
1400000US06059088702,06059088702,"Census Tract 887.02, Orange County, California",66417,9356
1400000US06059088801,06059088801,"Census Tract 888.01, Orange County, California",54922,11845
1400000US06059088802,06059088802,"Census Tract 888.02, Orange County, California",56546,11829
1400000US06059088901,06059088901,"Census Tract 889.01, Orange County, California",51987,14805
1400000US06059088902,06059088902,"Census Tract 889.02, Orange County, California",58182,15575
1400000US06059088903,06059088903,"Census Tract 889.03, Orange County, California",63339,6858
1400000US06059088904,06059088904,"Census Tract 889.04, Orange County, California",55450,18377
1400000US06059088905,06059088905,"Census Tract 889.05, Orange County, California",51010,4789
1400000US06059089001,06059089001,"Census Tract 890.01, Orange County, California",53732,6628
1400000US06059089003,06059089003,"Census Tract 890.03, Orange County, California",58427,7496
1400000US06059089004,06059089004,"Census Tract 890.04, Orange County, California",41853,1890
1400000US06059089102,06059089102,"Census Tract 891.02, Orange County, California",58043,8167
1400000US06059089104,06059089104,"Census Tract 891.04, Orange County, California",46949,11531
1400000US06059089105,06059089105,"Census Tract 891.05, Orange County, California",54318,7088
1400000US06059089106,06059089106,"Census Tract 891.06, Orange County, California",46563,3952
1400000US06059089107,06059089107,"Census Tract 891.07, Orange County, California",79056,11619
1400000US06059099202,06059099202,"Census Tract 992.02, Orange County, California",55775,8512
1400000US06059099203,06059099203,"Census Tract 992.03, Orange County, California",68384,11267
1400000US06059099204,06059099204,"Census Tract 992.04, Orange County, California",59117,6512
1400000US06059099212,06059099212,"Census Tract 992.12, Orange County, California",65526,9721
1400000US06059099214,06059099214,"Census Tract 992.14, Orange County, California",82946,9593
1400000US06059099215,06059099215,"Census Tract 992.15, Orange County, California",102500,12393
1400000US06059099216,06059099216,"Census Tract 992.16, Orange County, California",89941,11786
1400000US06059099217,06059099217,"Census Tract 992.17, Orange County, California",120588,22399
1400000US06059099220,06059099220,"Census Tract 992.20, Orange County, California",97981,12223
1400000US06059099222,06059099222,"Census Tract 992.22, Orange County, California",60256,9455
1400000US06059099223,06059099223,"Census Tract 992.23, Orange County, California",41855,5225
1400000US06059099224,06059099224,"Census Tract 992.24, Orange County, California",85463,16769
1400000US06059099225,06059099225,"Census Tract 992.25, Orange County, California",117578,31399
1400000US06059099226,06059099226,"Census Tract 992.26, Orange County, California",100559,15667
1400000US06059099227,06059099227,"Census Tract 992.27, Orange County, California",68258,6432
1400000US06059099229,06059099229,"Census Tract 992.29, Orange County, California",68942,12150
1400000US06059099230,06059099230,"Census Tract 992.30, Orange County, California",95924,10393
1400000US06059099231,06059099231,"Census Tract 992.31, Orange County, California",124321,17534
1400000US06059099232,06059099232,"Census Tract 992.32, Orange County, California",95000,10405
1400000US06059099233,06059099233,"Census Tract 992.33, Orange County, California",86694,9192
1400000US06059099234,06059099234,"Census Tract 992.34, Orange County, California",103152,23494
1400000US06059099235,06059099235,"Census Tract 992.35, Orange County, California",60029,11358
1400000US06059099237,06059099237,"Census Tract 992.37, Orange County, California",122689,21405
1400000US06059099238,06059099238,"Census Tract 992.38, Orange County, California",131750,19131
1400000US06059099239,06059099239,"Census Tract 992.39, Orange County, California",116319,31109
1400000US06059099240,06059099240,"Census Tract 992.40, Orange County, California",90252,12034
1400000US06059099241,06059099241,"Census Tract 992.41, Orange County, California",62313,15696
1400000US06059099242,06059099242,"Census Tract 992.42, Orange County, California",87880,14512
1400000US06059099243,06059099243,"Census Tract 992.43, Orange County, California",102273,17809
1400000US06059099244,06059099244,"Census Tract 992.44, Orange County, California",68125,9734
1400000US06059099245,06059099245,"Census Tract 992.45, Orange County, California",107500,10140
1400000US06059099246,06059099246,"Census Tract 992.46, Orange County, California",86289,29059
1400000US06059099247,06059099247,"Census Tract 992.47, Orange County, California",62143,6025
1400000US06059099248,06059099248,"Census Tract 992.48, Orange County, California",49275,7292
1400000US06059099249,06059099249,"Census Tract 992.49, Orange County, California",55863,9156
1400000US06059099250,06059099250,"Census Tract 992.50, Orange County, California",81692,5976
1400000US06059099251,06059099251,"Census Tract 992.51, Orange County, California",71509,12473
1400000US06059099305,06059099305,"Census Tract 993.05, Orange County, California",72333,11980
1400000US06059099306,06059099306,"Census Tract 993.06, Orange County, California",87917,15607
1400000US06059099307,06059099307,"Census Tract 993.07, Orange County, California",75119,13504
1400000US06059099308,06059099308,"Census Tract 993.08, Orange County, California",146016,34999
1400000US06059099309,06059099309,"Census Tract 993.09, Orange County, California",88764,10982
1400000US06059099310,06059099310,"Census Tract 993.10, Orange County, California",100917,8060
1400000US06059099311,06059099311,"Census Tract 993.11, Orange County, California",99297,12355
1400000US06059099402,06059099402,"Census Tract 994.02, Orange County, California",38400,4904
1400000US06059099404,06059099404,"Census Tract 994.04, Orange County, California",109515,7784
1400000US06059099405,06059099405,"Census Tract 994.05, Orange County, California",92479,15238
1400000US06059099406,06059099406,"Census Tract 994.06, Orange County, California",80957,8249
1400000US06059099407,06059099407,"Census Tract 994.07, Orange County, California",87143,22389
1400000US06059099408,06059099408,"Census Tract 994.08, Orange County, California",91295,9174
1400000US06059099410,06059099410,"Census Tract 994.10, Orange County, California",62116,7086
1400000US06059099411,06059099411,"Census Tract 994.11, Orange County, California",66719,6352
1400000US06059099412,06059099412,"Census Tract 994.12, Orange County, California",83162,7986
1400000US06059099413,06059099413,"Census Tract 994.13, Orange County, California",74821,13375
1400000US06059099415,06059099415,"Census Tract 994.15, Orange County, California",146250,15256
1400000US06059099416,06059099416,"Census Tract 994.16, Orange County, California",86813,6942
1400000US06059099417,06059099417,"Census Tract 994.17, Orange County, California",106815,15145
1400000US06059099502,06059099502,"Census Tract 995.02, Orange County, California",50625,12646
1400000US06059099504,06059099504,"Census Tract 995.04, Orange County, California",121295,16487
1400000US06059099506,06059099506,"Census Tract 995.06, Orange County, California",82083,14440
1400000US06059099508,06059099508,"Census Tract 995.08, Orange County, California",80689,5916
1400000US06059099509,06059099509,"Census Tract 995.09, Orange County, California",33750,8059
1400000US06059099510,06059099510,"Census Tract 995.10, Orange County, California",33664,4136
1400000US06059099511,06059099511,"Census Tract 995.11, Orange County, California",93785,8484
1400000US06059099512,06059099512,"Census Tract 995.12, Orange County, California",99727,11196
1400000US06059099513,06059099513,"Census Tract 995.13, Orange County, California",84632,14309
1400000US06059099514,06059099514,"Census Tract 995.14, Orange County, California",117006,26412
1400000US06059099601,06059099601,"Census Tract 996.01, Orange County, California",45676,8715
1400000US06059099602,06059099602,"Census Tract 996.02, Orange County, California",90500,13035
1400000US06059099603,06059099603,"Census Tract 996.03, Orange County, California",93196,13380
1400000US06059099604,06059099604,"Census Tract 996.04, Orange County, California",98934,5696
1400000US06059099605,06059099605,"Census Tract 996.05, Orange County, California",105644,21664
1400000US06059099701,06059099701,"Census Tract 997.01, Orange County, California",50945,7885
1400000US06059099702,06059099702,"Census Tract 997.02, Orange County, California",56675,9212
1400000US06059099703,06059099703,"Census Tract 997.03, Orange County, California",81491,8713
1400000US06059099801,06059099801,"Census Tract 998.01, Orange County, California",53297,3856
1400000US06059099802,06059099802,"Census Tract 998.02, Orange County, California",31029,4395
1400000US06059099803,06059099803,"Census Tract 998.03, Orange County, California",33769,6837
1400000US06059099902,06059099902,"Census Tract 999.02, Orange County, California",73068,14272
1400000US06059099903,06059099903,"Census Tract 999.03, Orange County, California",70469,15495
1400000US06059099904,06059099904,"Census Tract 999.04, Orange County, California",45360,6961
1400000US06059099905,06059099905,"Census Tract 999.05, Orange County, California",65688,14244
1400000US06059099906,06059099906,"Census Tract 999.06, Orange County, California",107991,12667
1400000US06059110001,06059110001,"Census Tract 1100.01, Orange County, California",95375,12636
1400000US06059110003,06059110003,"Census Tract 1100.03, Orange County, California",84183,26011
1400000US06059110004,06059110004,"Census Tract 1100.04, Orange County, California",103608,7623
1400000US06059110005,06059110005,"Census Tract 1100.05, Orange County, California",94028,20049
1400000US06059110006,06059110006,"Census Tract 1100.06, Orange County, California",104383,14489
1400000US06059110007,06059110007,"Census Tract 1100.07, Orange County, California",119150,14164
1400000US06059110008,06059110008,"Census Tract 1100.08, Orange County, California",106406,7217
1400000US06059110010,06059110010,"Census Tract 1100.10, Orange County, California",116622,9055
1400000US06059110011,06059110011,"Census Tract 1100.11, Orange County, California",93864,10205
1400000US06059110012,06059110012,"Census Tract 1100.12, Orange County, California",118906,21715
1400000US06059110014,06059110014,"Census Tract 1100.14, Orange County, California",61176,3766
1400000US06059110015,06059110015,"Census Tract 1100.15, Orange County, California",107902,16188
1400000US06059110102,06059110102,"Census Tract 1101.02, Orange County, California",92236,8067
1400000US06059110104,06059110104,"Census Tract 1101.04, Orange County, California",72344,14318
1400000US06059110106,06059110106,"Census Tract 1101.06, Orange County, California",88710,6719
1400000US06059110108,06059110108,"Census Tract 1101.08, Orange County, California",105288,22495
1400000US06059110109,06059110109,"Census Tract 1101.09, Orange County, California",86500,5366
1400000US06059110110,06059110110,"Census Tract 1101.10, Orange County, California",73575,8786
1400000US06059110111,06059110111,"Census Tract 1101.11, Orange County, California",83289,6038
1400000US06059110113,06059110113,"Census Tract 1101.13, Orange County, California",109967,9420
1400000US06059110114,06059110114,"Census Tract 1101.14, Orange County, California",102292,16877
1400000US06059110115,06059110115,"Census Tract 1101.15, Orange County, California",98750,20293
1400000US06059110116,06059110116,"Census Tract 1101.16, Orange County, California",94199,27177
1400000US06059110117,06059110117,"Census Tract 1101.17, Orange County, California",89977,10794
1400000US06059110118,06059110118,"Census Tract 1101.18, Orange County, California",175714,15277
1400000US06059110201,06059110201,"Census Tract 1102.01, Orange County, California",56101,9706
1400000US06059110202,06059110202,"Census Tract 1102.02, Orange County, California",54766,7197
1400000US06059110203,06059110203,"Census Tract 1102.03, Orange County, California",79483,11969
1400000US06059110301,06059110301,"Census Tract 1103.01, Orange County, California",84009,7362
1400000US06059110302,06059110302,"Census Tract 1103.02, Orange County, California",85947,8891
1400000US06059110303,06059110303,"Census Tract 1103.03, Orange County, California",94710,9712
1400000US06059110304,06059110304,"Census Tract 1103.04, Orange County, California",100000,9432
1400000US06059110401,06059110401,"Census Tract 1104.01, Orange County, California",92861,11963
1400000US06059110402,06059110402,"Census Tract 1104.02, Orange County, California",63824,10076
1400000US06059110500,06059110500,"Census Tract 1105, Orange County, California",49881,12149
1400000US06059110603,06059110603,"Census Tract 1106.03, Orange County, California",48045,8556
1400000US06059110604,06059110604,"Census Tract 1106.04, Orange County, California",84567,20010
1400000US06059110605,06059110605,"Census Tract 1106.05, Orange County, California",86192,9470
1400000US06059110606,06059110606,"Census Tract 1106.06, Orange County, California",50296,7676
1400000US06059110607,06059110607,"Census Tract 1106.07, Orange County, California",78056,13454
1400000US06059980000,06059980000,"Census Tract 9800, Orange County, California",-,**
1400000US06059990100,06059990100,"Census Tract 9901, Orange County, California",-,**
